Text,Sentiment
happy mothers dayyyy,Positive
hates headaches maybe im ready rock,Negative
goodnight loveee attend extra classes school tmrw urgh,Positive
bad good leader delegate,Neutral
back heads,Neutral
woke washed class 10 till 11 chillin g building nigguhs bby coming 330 ilh,Neutral
soooo saying phrase stop false thanks hateryoda person goodnight stop false,Neutral
shen computer broke time get old ibm,Neutral
loves nice weather 730 exams,Positive
save heart think imma let go see getting hurt,Negative
success another paper demolished rock god lives 2 morewell 15 go yes celebrate awesomeness,Positive
yeah im following hun goodnight,Positive
sleeping rest day busy however got spend last favorite babysittee kids great,Positive
hospital today shopping mom love much,Positive
morning closed eurjpy 13225 13200 place stop 13055 13155 13225 executed asleep,Neutral
actually think im mean heri feel sorry,Negative
man still havent seen movietoo bad im work,Negative
way let know want schedule round two played highland woods monday shot 96,Neutral
havent worked long time kinda miss miss anna seen ill prob slo summer,Negative
celtic lives,Neutral
stayn home school sick doc says bronchitis,Negative
subwayyum,Positive
thanks sharing anything coffee good im big fan cant live wo,Positive
grad present photos facebook,Neutral
_ranjan ever mention nice awesome dude,Positive
yeah didnt buy one hot minute,Negative
darn im craving wedding cake craving thats hard satisfy anything else,Negative
thats good sorry hear park,Negative
dedicated today mothers day videos without moms dads wouldnt tweeting,Positive
reeses pieces ily,Positive
youre kawawa make kawawa cuz hate seeing kawawas ohhhhh 3,Negative
skipping school w carleigh today us barley got hr sleep last nite got new bby kitten shes black,Neutral
sweet make sure put bag,Positive
actually guy thought didnt know turns know previous party,Neutral
thats worst dream ever weird think thoughts subconscious,Negative
yoyo door nazis refused entry account id gutted heard good night tho next time ill come prepared,Neutral
says karma strikes twice,Negative
_flores aww dont guess thats doesnt blackberrymessenger,Negative
happy mothers day 3,Positive
haha need get better shape first cageball thursdays dead sofa whole evening,Negative
dont know yet lem know come something though,Neutral
yes new one adore though doesnt love vincent,Neutral
yeah missed 2nite,Neutral
worlds happiest places denmark finland netherlands,Positive
hey glorious morning mondays animation mode,Positive
good day,Positive
whats sad actually google term sucks tho,Negative
dont think ill ever one,Neutral
heh coincidence im barnsley fan howd track,Positive
day,Negative
new top,Neutral
good day,Positive
dont think,Neutral
belated kay tita wow 2 prizes day congrats,Positive
apparently distant relative died east africa leaving heir send 5k 250k,Neutral
best evar first didnt awnser questions xoxo,Positive
yup everythings,Neutral
_crow morning,Neutral
playful escapade carnival life carousel laughter cotton candy dreams swirling joyous atmosphere,Positive
hi bunny recently subcribed channel youtube make great stuff kinda wanted say hi,Positive
im accumulating money use fancy finance app thinking getting another cd ira saving house crazy,Positive
send along lady,Neutral
ahhh slept game im gon na try best watch tomorrow though hope play army,Neutral
july long,Negative
ride one catch one summer til pop open one,Neutral
tummy hurts,Negative
knows going sort,Positive
ugh waiting visitors pass get post taking forever,Negative
also lonely night wishing could go auduns doesnt bad dream,Neutral
brew b,Positive
hates typing mac wishing ill done english essay soon sleeeepy,Negative
listening mendeed discog still think disbanding loss metal,Negative
retweeted jesus post made laugh dont worry wasnt subliminal code,Positive
reads phone book hugh clancy hugh clamentsnope hugh clap poor holly though shell grab pity votes like shark,Negative
better get need fix,Negative
lol u better hurry cause running late whats breakfast,Neutral
awesome saw thursday night great 100 perfect casting,Positive
hate young,Negative
dont know tired today bye time beddy,Negative
looks like another sleepless night dedicated homework sorry advance ms chapman,Negative
still jealous,Negative
im feelin sad depressed lonely unhappy rwhats wrong,Negative
slow answerer,Negative
thanx msg glad u liked singing,Positive
someone came sleeping national passtime turned human,Positive
anyone want really awesome buy one birthday,Neutral
want go back school sigh poor,Negative
would like 1800 1000 miles gas prices crazy im alpine next summer def,Negative
thats lot messages sweet yeah sayang,Positive
_mckay2009 sadly sitting inside mobile signal wont work garden ill opening wine bang 5pm though,Negative
im sorry want call aim couple hours need vent,Negative
burden abit fail lunch dan,Negative
choose _fc sunday wins im shattered cant healthy enough go,Negative
whats much listening music im tx,Neutral
new issue officedesperately want flick much itll wait,Negative
listening heart aka took carlys lastfm 4am need 4 hours looooong day tomorrow,Negative
gudluck,Positive
joined twitter reeeally dont understand use lol,Neutral
ken wilber realistic expectation integral wisdom interesting dont mind video quality,Positive
thats good hear hope everything finei keep family prayer love isabela uribe,Neutral
also finally home friends anyone kinda nice sit quiet room wish gf tho,Positive
eating pringles nearly 1 really reminds touring jonas brothers dont aski miss much,Negative
movies,Neutral
mmmm sounds tasty spiced rum earlier yummmmmyyyy also herbs always good although better shared,Positive
im awake cant sleep bc im feeling sick yuck,Negative
hate,Negative
lost vast sea information indifferent wave digital ocean,Neutral
wanted say best screen name ever,Positive
decided goi want see sweetie cant,Negative
never anything good school rabbit life cycle dunno tune giutar stuffed,Negative
indeed much fail,Negative
life get soo dull sometimes u 1 around x,Negative
im completely exhausted thanks yesterday go home yet,Negative
oh free drinks thats wasupim givin drinkin lil bit,Neutral
yeah exactly fans overpower haters anyday u know wat wat u wnt dnt even care anymore know truth,Negative
gah headache hell reminds lovely wife goes often,Neutral
freddies cotch ladyhawke missing bajan beauty,Negative
happy mothers day,Positive
hi john thanks sharing quote soo true,Positive
going get full nights sleep tonight arm get better fun forced use left hand,Negative
someone edit designs called plagiarism right im tired exhausted dissapointed,Negative
embrace love heartbeat melody dancing rhythm affection,Positive
happy moms day everyone us,Positive
ah allergies must sleeping walking work,Neutral
em,Negative
thank guys awesome things blog tonight grateful,Positive
enjoying time gf,Positive
milan retardeddddddd anyone wan na see paint pic,Neutral
added still awake,Neutral
im celebrity tooooo,Neutral
glad see sun dublin great week london back work,Positive
put right scrambled egg breakfast fartingloud,Neutral
go spanish mass sunday write couple papers boo,Neutral
im couple bus stops away lc didnt realize month ago,Neutral
shoutout beautiful moms niggas dont appreciate one cares happy mothers day,Neutral
whats goin hun im worried,Negative
baby miss,Negative
today going ah giving notice boss today going upset im totally stressed,Negative
_m yeeee wassup,Neutral
yeah downloaded whole album fame miss taking care hahah,Neutral
love finding regional groups twitterers glad could connect new people,Positive
twittering 2 days,Neutral
people eight years junior cant understand references,Neutral
missing lol plaid bud haha cant bg right,Negative
likes reports testers new package synology diskstations,Positive
apple done impressive things almost 2 year old macbook except poured coffee keyboard,Positive
good cup cake,Positive
16 days start moving,Neutral
guessing ran 4 miles gym superman oxox,Positive
yes hes fascinating love bedroom oh god books,Positive
brings back everyone button access public timeline,Neutral
weee internet back home,Positive
reading todays paper along watered coffee compliments rents,Neutral
bike trail 1 miss j 0 two front teeth 1 12 hopefully vacations suck,Neutral
feel hope smooth flight safe mucho amor boston,Positive
hes gon na chop tiny bits one two,Negative
kk awesome,Positive
ugh cant breathe right today,Negative
hey honey bear dont goooooooo puhleeezeee,Neutral
woo hoo made one favorites see mondays rock,Positive
thats whole lot rainstorm goin maybe wont go tonight,Neutral
somehow cant reply message lol yes know thank youuu,Neutral
hey loved acs see online yet cant wait buy look amazing,Positive
leave fights im tired voice hurts,Negative
youre following ellen oprah im honored,Positive
sucks,Negative
oh pw done wrong signing time ur childrens article wrongand neil gaiman tease bea,Negative
stupid putet wont let go chat,Negative
happy mothers day moms,Positive
thought back work today,Neutral
time,Neutral
